nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AR,BRCA/HRR,PSMA,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT06691984,Phase 3 Study of Xaluritamig vs Cabazitaxel or Second Androgen Receptor-Directed Therapy in Participants With Progressive Metastatic Castration-Resistant Prostate Cancer (XALute),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,707,Amgen,Amgen,323,1,1,active_comparator,2,abiraterone;cabazitaxel;enzalutamide,xaluritamig,STEAP1,Bispecific Antibody,STEAP1 protein,1,1,1,0,1,0,0,0,1
NCT06702995,Study of XNW5004 Tablet in Combination With Enzalutamide in Subjects With Metastatic Castration-Resistant Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,307,Evopoint Biosciences Inc.,Evopoint Biosciences,13,1,0,multi_experimental,3,enzalutamide;xnw5004,enzalutamide;xnw5004,EZH2,Small Molecule,PSA,0,1,1,0,0,0,0,0,1
NCT06705686,Novel ACK1 Inhibitor (R)-9b in Patients With Prostate Cancer,PHASE1,Phase 1,RECRUITING,40,"TechnoGenesys, Inc.",TechnoGenesys,1,1,0,multi_experimental,2,(r)-9bms,(r)-9bms,ACK1,Small Molecule,AR,0,1,1,0,0,0,0,0,1
NCT06751329,A Study of DM002 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,280,"Xadcera Biopharmaceutical (Suzhou) Co., Ltd.",Xadcera Biopharmaceutical (Suzhou),2,1,0,multi_experimental,5,dm002,dm002,HER3,ADC,biomarker,1,1,0,0,0,0,0,0,0
NCT06754085,Study of 18F-Florastamin PET/CT Imaging in Patients With Suspected Recurrence of Prostate Cancer,PHASE3,Phase 3,RECRUITING,131,"HTA Co., Ltd.",HTA,4,1,0,single_arm,1,florastamin[18f] injection,florastamin[18f] injection,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT06764485,A Study to Compare the Efficacy and Safety of BMS-986365 Versus the Investigator's Choice of Therapy in Participants With Metastatic Castration-resistant Prostate Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,960,Celgene,Bristol Myers Squibb,764,1,0,active_comparator,7,abiraterone;docetaxel;enzalutamide;predinsone/prednisolone,bms-986365,AR,Small Molecule,PSA,0,1,1,0,0,0,0,0,1
NCT06769425,HS-10502 Combination Treatment in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,157,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",Hansoh,82,1,0,multi_experimental,7,,hs-10502 + bevacizumab;hs-10502 + hs-20089;hs-10502 + hs-20093;hs-10502 + nab-paclitaxel or docetaxel or irinotecan;hs-10502 + nha;hs-10502 + platinum + bevacizumab;hs-10502+ apatinib,,,,0,1,0,0,0,0,0,0,0
NCT06778863,A Study of CLSP-1025 in Adult Patients With Solid Tumors That Harbor the p53 R175H Mutation,PHASE1,Phase 1,RECRUITING,90,"Clasp Therapeutics, Inc.",Clasp Therapeutics,2,1,0,multi_experimental,2,clsp-1025,clsp-1025,p53,Bispecific Antibody,HLA-A*02:01;P53,1,1,0,0,0,0,0,0,0
NCT06780670,Open-label Study Comparing AAA817 Versus Standard of Care in the Treatment of Previously Treated PSMA-positive mCRPC Adults Who Have Disease Progressed on or After [177Lu]Lu-PSMA Targeted Therapy,PHASE2;PHASE3,Phase 3,RECRUITING,443,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,4,investigators choice of soc,aaa817,PSMA,Radiopharmaceutical,PSMA,0,1,1,0,1,0,0,0,1
NCT06782555,A Study of Evofosfamide in Combination with Zalifrelimab and Balstilimab,PHASE1;PHASE2,Phase 2,RECRUITING,71,ImmunoGenesis,ImmunoGenesis,7,1,0,multi_experimental,3,balstilimab;evofosfamide;zalifrelimab,balstilimab;evofosfamide;zalifrelimab,CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT06783829,A Study of SHR-4394 Injection in Subjects With Prostate Cancer,PHASE1,Phase 1,RECRUITING,240,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,single_arm,1,shr4394,shr4394,,,,0,1,0,0,0,0,0,0,0
NCT06784193,Phase 1 Study of OP-3136 in Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,180,"Olema Pharmaceuticals, Inc.",Olema Pharmaceuticals,6,1,0,multi_experimental,7,op-3136,fulvestrant;op-3136;palazestrant,KAT6A,Small Molecule,ER;HER2,0,1,1,0,0,0,0,0,1
NCT06785636,A Phase 1b/2a Study of Pocenbrodib as Monotherapy and in Combination With Darolutamide in Participants With mCRPC,PHASE1;PHASE2,Phase 2,RECRUITING,120,"Pathos AI, Inc.",Pathos AI,1,1,0,multi_experimental,4,,pocenbrodib;pocenbrodib and darolutamide,,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06788509,A Rollover Study for Continued Study Treatment and Ongoing Safety Monitoring,PHASE1,Phase 1,ENROLLING_BY_INVITATION,120,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,single_arm,1,jnj-54179060;jnj-64264681;jnj-64619178;jnj-67856633;jnj-70218902;jnj-74856665;jnj-75348780;jnj-80948543;jnj-87801493,,CD3 and CD22,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT06798558,Neoadjuvant Lu-177-PSMA-617 in Patients With High Risk Localized Prostate Cancer Undergoing Radical Prostatectomy,PHASE2,Phase 2,RECRUITING,54,Hackensack Meridian Health,Hackensack Meridian Health,17,0,1,single_arm,1,lu-17-psma-617,lu-17-psma-617,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06800313,Study of HLD-0915 (JNJ-101556143) in Patients With Metastatic Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,190,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,7,jnj-101556143 formulation 1,jnj-101556143 formulation 1;jnj-101556143 formulation 2;jnj-101556143 formulation 3,,,,0,1,0,0,0,0,0,0,0
NCT06801236,Phase 1 Study of ACE-232 to Treat Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,88,Acerand Therapeutics (Hong Kong) Limited,Acerand Therapeutics (Hong Kong),1,1,0,single_arm,1,ace-232 tablets,ace-232 tablets,,Cell Therapy,,1,1,0,0,0,0,0,0,0
NCT06807359,Photodynamic Therapy of Primary Localized Prostate Cancer With the SpectraCure P18 System,PHASE1;PHASE2,Phase 2,RECRUITING,43,SpectraCure AB,SpectraCure,2,1,0,single_arm,1,device: photodynamic therapy (pdt);verteporfin injection,device: photodynamic therapy (pdt);verteporfin injection,,,,0,1,0,0,0,0,0,0,0
NCT06819215,Phase I/II Clinical Study to Evaluate VB15010 Tablets in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,188,"Zhejiang Yangli Pharmaceutical Technology Co., Ltd.",Zhejiang Yangli Pharmaceutical Technology,3,1,0,single_arm,1,vb15010,vb15010,PARP,Small Molecule,,0,1,0,1,0,0,0,0,1
NCT06826768,A Ph Ib Study of REGN5678 Plus Cemiplimab in Patients With mCRPC,PHASE1,Phase 1,RECRUITING,60,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,single_arm,1,cemiplimab;regn5678,cemiplimab;regn5678,PSMA,Bispecific Antibody,PSMA,1,1,0,0,1,0,0,0,1
NCT06830850,"A Trial of HRS-5041-103 to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of HRS-5041 in Subjects With Metastatic Castration-resistant Prostate Cancer",PHASE1,Phase 1,RECRUITING,25,Atridia Pty Ltd.,Atridia Pty,13,1,0,single_arm,1,hrs-5041 single dose of hrs-5041 orally administered,hrs-5041 single dose of hrs-5041 orally administered,,,,0,1,0,0,0,0,0,0,0
NCT06836726,Clinical Trial to Test Efficacy of Targeting Hypoxia Combined With ARSI After First-line ARSI Therapy for Castrate Resistant Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,35,"University Health Network, Toronto","University Health Network, Toronto",91,0,0,single_arm,1,evofosfamide,evofosfamide,HIF-1,Small Molecule,HIF-1,0,1,0,0,1,0,1,0,1
NCT06840535,A Study to Evaluate the Safety and Dosimetry of 68Ga-OncoACP3 in Patients With Prostate Cancer,PHASE1,Phase 1,COMPLETED,20,Philogen S.p.A.,Philogen S.p.A.,45,1,0,multi_experimental,2,,[68ga]ga-oncoacp3,,Radiopharmaceutical,,0,0,0,0,1,0,0,0,1
NCT06842498,A Study of FG-3246 in Participants With Metastatic Castration-Resistant Prostate Cancer (mCRPC),PHASE2,Phase 2,RECRUITING,75,Kyntra Bio,Kyntra Bio,4,1,0,multi_experimental,3,fg-3246,fg-3246,CD46,ADC,,1,1,0,0,0,0,0,0,0
NCT06844383,A Study of Talazoparib With or Without Enzalutamide in People With Prostate Cancer Who Have Previously Received Abiraterone Acetate or Darolutamide,PHASE2,Phase 2,RECRUITING,126,Prostate Cancer Clinical Trials Consortium,Prostate Cancer Clinical Trials Consortium,3,0,1,active_comparator,2,talazoparib with enzalutamide,talazoparib,PARP,Small Molecule,ATM;BRCA1;BRCA2;BRIP1;CDK12;CHEK2;PALB2;RA,0,1,0,1,1,0,0,0,1
NCT06855277,Study Comparing AAA817+ARPI Versus Standard of Care in Adult Participants With PSMA-positive mCRPC,PHASE3,Phase 3,RECRUITING,940,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,3,arpi;standard of care,aaa817;arpi,PSMA,Radiopharmaceutical,PSMA,0,1,0,1,1,0,0,0,1
NCT06863272,A Clinical Study of Ifinatamab Deruxtecan Based Treatment Combinations or as Monotherapy to Treat Metastatic Castrate Resistant Prostate Cancer (mCRPC) (MK-2400-01A/IDeate-Prostate02),PHASE1;PHASE2,Phase 2,RECRUITING,360,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,4,docetaxel,abiraterone;enzalutamide;ifinatamab deruxtecan;opevesostat;rescue medication,B7-H3,ADC,,1,1,1,0,0,0,0,0,1
NCT06866795,Phase 1 Clinical Study of GT-220F in Subjects With Metastatic Castration Resistant Prostate Cancer (mCRPC),PHASE1,Phase 1,NOT_YET_RECRUITING,42,Geode Therapeutics Inc.,Geode Therapeutics,1,1,0,multi_experimental,6,gt-220f capsule,gt-220f capsule,,,ALK;AR,0,1,0,0,0,0,0,1,0
NCT06879041,A Phase I Study of [225Ac]-AZD2284 in Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,136,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,9,azd2284;azd2287,azd2275;azd2284;azd2287,,Radiopharmaceutical,MSI;MSI-H;TMB;dMMR,0,1,1,1,1,1,0,1,1
NCT06890832,A Study to Investigate Efficacy and Safety of Different Dose Regimen of Oral Cabazitaxel Tablet in Adult Participants with Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,75,Jina Pharmaceuticals Inc.,Jina Pharmaceuticals,3,1,0,multi_experimental,3,,,TUB,Small Molecule,AR,0,0,0,0,0,0,0,1,0
NCT06894511,An Open-label Study of Lutetium (177Lu) Vipivotide Tetraxetan (AAA617) in Combination With ARPI Versus AAA617 in PSMA Positive First-line mCRPC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,7,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,2,aaa617,aaa617;arpi: abiraterone;arpi: enzalutamide,PSMA,Radiopharmaceutical,PSMA,0,1,1,1,1,0,0,1,1
NCT06895811,Clinical Study of Safety and Efficacy of Universal PSMA CAR- T in Refractory CRPC,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,3,Shanghai Changzheng Hospital,Shanghai Changzheng Hospital,12,0,0,single_arm,1,psma-ucar t (brl-302),psma-ucar t (brl-302),PSMA,CAR-T,MET;PSMA,1,1,0,0,1,0,0,0,1
NCT06906471,"A Single-Arm, Blinded, Fluorescent PSMA Histopathology Trial of AS1986NS",PHASE1;PHASE2,Phase 2,RECRUITING,10,"Antelope Surgical Solutions, Inc",Antelope Surgical Solutions,1,1,0,single_arm,1,as1986ns,as1986ns,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06909825,FPI-2265 (225Ac-PSMA-I&T) and Olaparib for Patients With Metastatic Castration-Resistant Prostate Cancer (mCRPC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,85,Fusion Pharmaceuticals Inc.,Fusion Pharmaceuticals,5,1,0,multi_experimental,2,fpi-2265;olaparib,fpi-2265;olaparib,PSMA,Radiopharmaceutical,PSMA,0,1,0,1,1,0,0,0,1
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0,0,0
NCT06922318,The COSMYC Trial (COmbined Suppression of MYC),PHASE2,Phase 2,RECRUITING,50,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,multi_experimental,2,luteinizing hormone-releasing hormone (lhrh) analogue;zen-3694,enzalutamide;luteinizing hormone-releasing hormone (lhrh) analogue;testosterone cypionate;zen-3694,MYC,Small Molecule,AR;MYC,0,1,0,0,1,0,0,0,1
NCT06925737,A Clinical Study of Ifinatamab Deruxtecan (I-DXd) in People With Metastatic Prostate Cancer (MK-2400-001),PHASE3,Phase 3,RECRUITING,1440,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,docetaxel,ifinatamab deruxtecan;rescue medication,B7-H3,ADC,,1,1,1,0,0,0,0,0,1
NCT06926075,Early Phase Study of KESONOTIDE™in Participants With Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,80,Filamon LTD,Filamon,1,1,0,multi_experimental,2,a novel hgiia-vimentin inhibitor;dose expansion,a novel hgiia-vimentin inhibitor;dose expansion,VIMENTIN,Small Molecule,biomarker,0,1,0,0,0,0,0,0,0
NCT06926283,A Study of DXC008 in Patients With Prostate Cancer and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,110,"Hangzhou DAC Biotechnology Co., Ltd.",Hangzhou DAC Biotechnology,5,1,0,single_arm,1,dxc008,dxc008,STEAP1,ADC,,1,1,0,0,0,0,0,0,0
NCT06943495,Personalized vs. Fixed-Activity 177Lu-PSMA-617 Radiopharmaceutical Therapy (PRODIGY-2),PHASE1,Phase 1,RECRUITING,60,Jean-Mathieu Beauregard,Jean-Mathieu Beauregard,1,0,1,active_comparator,2,177lu-psma-617,177lu-psma-617,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06943521,A Study of MT-4561 in Patients With Various Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,27,"Tanabe Pharma America, Inc.",Tanabe Pharma America,3,1,0,single_arm,1,mt-4561,mt-4561,BRD4,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06952803,A Study of Metastases Free Survival With Saruparib vs Placebo Added to a Standard RT/ADT in Men With High-risk Prostate Cancer With a BRCA Mutation,PHASE3,Phase 3,RECRUITING,700,AstraZeneca,AstraZeneca,780,1,1,placebo_comparator,4,abiraterone + prednisolone/prednisone;androgen deprivation therapy (adt),abiraterone + prednisolone/prednisone;androgen deprivation therapy (adt);saruparib,PARP,Small Molecule,HRR,0,1,0,0,1,0,0,1,1
NCT06957691,Proof-of-Concept Trial to Assess the Efficacy and Safety of Fezolinetant in Improving Vasomotor Symptoms in Men With Prostate Cancer Undergoing Androgen Deprivation Therapy,PHASE2,Phase 2,RECRUITING,60,"Shehzad Basaria, M.D.","Shehzad Basaria, M.D.",1,0,1,placebo_comparator,2,,fezolinetant - reference formulation,,,,0,0,0,0,0,0,0,0,0
NCT06966024,Study of DCC-2812 in Participants With Advanced Genitourinary Cancers,PHASE1,Phase 1,RECRUITING,60,"Deciphera Pharmaceuticals, LLC",Deciphera,17,1,0,single_arm,1,dcc-2812,dcc-2812,GCN2,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06970847,64Cu-SAR-bisPSMA Positron Emission Tomography: A Phase 3 Study of Participants With Biochemical Recurrence of Prostate Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,220,Clarity Pharmaceuticals Ltd,Clarity Pharmaceuticals,11,1,0,single_arm,1,64cu-sar-bispsma,64cu-sar-bispsma,PSMA,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT06990542,"Image-guided, Tumor-focused Radiotherapy Treatment in Intermediate and High-risk Prostate Cancer",PHASE2,Phase 2,RECRUITING,150,"University of California, San Diego","University of California, San Diego",28,0,0,multi_experimental,2,image-guided tumor-focused radiation therapy,image-guided tumor-focused radiation therapy,,,biomarker,0,1,0,0,0,0,0,0,0
NCT06990880,A Study of GSK5458514 Administered Alone or In Combination With Other Anti-Cancer Agents in Participants With Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,85,GlaxoSmithKline,GSK,468,1,1,multi_experimental,2,gsk5458514,gsk5458514,PSMA,Bispecific Antibody,PSMA;biomarker;biomarker analysis,1,1,1,0,1,0,0,0,1
NCT06991556,An Open-label Study of JSB462 (Luxdegalutamide) in Combination With Abiraterone in Adult Male Patients With Metastatic Hormone-sensitive Prostate Cancer (mHSPC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,168,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,3,abiraterone;enzalutamide,abiraterone;jsb462,AR,Small Molecule,PSMA,0,1,0,0,0,0,0,0,0
NCT06999187,"A Study of DR-0202 in Patients With Locally Advanced or Metastatic, Relapsed or Refractory Carcinomas",PHASE1,Phase 1,RECRUITING,96,Dren Bio,Dren Bio,2,1,0,multi_experimental,8,dr-0202,dr-0202,,Bispecific Antibody,HER2,1,1,0,0,0,0,0,1,0
NCT07002320,Investigating SX-682 in Combination With Apalutamide in Metastatic Castration-resistant Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,78,"Institute of Cancer Research, United Kingdom","Institute of Cancer Research, United Kingdom",24,0,1,multi_experimental,2,apalutamide;sx-682,apalutamide;sx-682,CXCR1 and CXCR2,Small Molecule,AR,0,1,0,0,0,0,0,0,0
NCT07005154,A Phase 2 Study to Evaluate the Effects of ASP5541 in Participants With Prostate Cancer,PHASE2,Phase 2,RECRUITING,218,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,active_comparator,6,abiraterone acetate;adrenocorticotropic hormone,adrenocorticotropic hormone;asp5541,CYP17A1,Small Molecule,AR,0,1,1,0,1,0,0,0,1
NCT07006727,Phase I Study of [225Ac]Ac-ETN029 in Patients With Advanced DLL3-expressing Solid Tumors,PHASE1,Phase 1,RECRUITING,123,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,111in-etn029;225ac-etn029,111in-etn029;225ac-etn029,DLL3,Radiopharmaceutical,DLL3;PD-L1,0,1,0,0,1,0,0,0,1
NCT07024277,Study of ZG006 in Participants With Neuroendocrine Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,60,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Suzhou Zelgen Biopharmaceuticals,49,1,0,multi_experimental,2,zg006,zg006,DLL3,Bispecific Antibody,DLL3,1,1,0,0,0,0,0,0,0
NCT07027124,"Neoadjuvant ADT + Darolutamide With Pembrolizumab, Followed by Adjuvant Pembrolizumab in Molecularly Stratified High-Risk Prostate Cancer",PHASE2,Phase 2,RECRUITING,40,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,28,0,1,single_arm,1,darolutamide;lupron;pembrolizumab,darolutamide;lupron;pembrolizumab,PD-1,Monoclonal Antibody,AR;PD-L1;genomic,1,1,1,0,0,0,0,0,1
NCT07028853,This Study Will Explore Whether a Combination of the Investigational Drug Mevrometostat (PF-06821497) and Enzalutamide Will Work Better Than Taking Enzalutamide Alone in Participants With mCSPC Who Are ARPI naïve.,PHASE3,Phase 3,RECRUITING,1000,Pfizer,Pfizer,687,1,1,active_comparator,2,enzalutamide,enzalutamide;mevrometostat,EZH2,Small Molecule,AR-V7;PSA,0,1,0,0,0,0,1,0,0
NCT07038369,A Phase 1 Study of ATV-1601 in Patients With Advanced Cancer That Have AKT1 E17K Mutations,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,134,"Atavistik Bio, Inc",Atavistik Bio,1,1,0,multi_experimental,2,,atv-1601;atv-1601 + fulvestrant,AKT1,Small Molecule,AKT1;BRAF;HER2;KRAS,0,1,0,0,0,0,0,0,0
NCT07047118,A Study of JSB462 (Luxdegalutamide) Plus Lutetium (177Lu) Vipivotide Tetraxetan in Patients With Metastatic Castration Resistant Prostate Cancer (mCRPC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,138,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,3,aaa617,aaa617;jsb462,AR,Small Molecule,AR;PSMA,0,1,0,0,1,0,0,0,1
NCT07052214,PSMA PET Combined With MRI for the Detection of PCa,PHASE3,Phase 3,RECRUITING,338,Telix Pharmaceuticals (Innovations) Pty Limited,Telix Pharmaceuticals (Innovations) Pty,19,1,0,single_arm,1,68ga-psma-11,,PSMA,Radiopharmaceutical,PSMA;biomarker,0,0,0,1,1,0,0,0,1
NCT07054346,Comparison of 177Lu-PSMA-617 and 225Ac-PSMA-617,PHASE1,Phase 1,RECRUITING,45,Thomas Hope,Thomas Hope,2,0,1,multi_experimental,3,blood sample collection;non-investigational;prostate tissue collection;prostatectomy;single-photon emission computed tomography (spect)/computerized tomography (ct),177 lutetium prostate-specific membrane antigen 617;actinium-225 prostate-specific membrane antigen 617;blood sample collection;non-investigational;prostate tissue collection;prostatectomy;single-photon emission computed tomography (spect)/computerized tomography (ct),PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT07056439,Phase I/II Clinical Study of HRS-1738 for the Diagnosis of Prostate Cancer Patients,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,50,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,single_arm,1,hrs-1738 injection,hrs-1738 injection,,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0
NCT07072728,Psilocybin-Assisted Psychotherapy in Cancer Patients With Adjustment Disorder,PHASE2,Phase 2,RECRUITING,87,Psyence Australia Pty Ltd,Psyence Australia Pty,1,1,0,active_comparator,3,psilocybin therapy,,,,,0,0,0,0,0,0,0,0,0
NCT07080242,Evaluating BL-M14D1 in Subjects With Locally Advanced or Metastatic Small Cell Lung Cancer and Neuroendocrine Tumors,PHASE1,Phase 1,RECRUITING,120,SystImmune Inc.,SystImmune,7,1,0,single_arm,1,bl-m14d1,bl-m14d1,DLL3,ADC,,1,1,0,0,0,0,0,1,0
NCT07082920,A Study of JNJ-78278343 in Combination With JNJ-95298177 for Treatment of Prostate Cancer,PHASE1,Phase 1,RECRUITING,140,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,2,jnj-78278343;jnj-95298177,jnj-78278343;jnj-87189401;jnj-95298177,KLK2,Bispecific Antibody,AR,1,1,1,0,1,0,0,0,1
NCT07103018,A Clinical Study of KTX-2001 in Subjects With Metastatic Castration-Resistant Prostate Cancer (STRIKE-001),PHASE1,Phase 1,RECRUITING,144,"K36 Therapeutics, Inc.",K36 Therapeutics,2,1,0,multi_experimental,2,,ktx-2001;ktx-2001 + darolutamide (nubeqa),NSD2,Small Molecule,AR,0,1,0,0,0,0,0,1,0
NCT07104110,Study of QLH12016 in Combination With Novel Hormonal Agent in Subjects With Advanced Prostate Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,50,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,single_arm,1,abiraterone acetate;enzalutamide;qlh12016,abiraterone acetate;enzalutamide;qlh12016,AR,Small Molecule,AR,0,1,0,0,0,0,0,0,0
