nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRCA/HRD,platinum_status,PD-L1,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07736937,Study of TUB-040 Given With Standard Ovarian Cancer Drugs in Patients With Fast-growing Ovarian Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,72,Tubulis GmbH,Tubulis,5,1,0,single_arm,1,tub-040 + carbo + bev,tub-040 + carbo + bev,VEGF/VEGFR,Monoclonal Antibody,biomarker,1,1,1,1,0,0,1,1,"BRCA/HRD+, platinum-status",metastatic · 2nd-line+ · measurable (RECIST)
NCT07743164,A Clinical Trial of Raludotatug Deruxtecan (R-DXd) With or Without Bevacizumab in Participants With Ovarian Cancer Who Have Progressed During Treatment With PARP-inhibitors Treatment on First Line Maintenance (MK-5909-008/ENGOT-ov107/GOG-3142 / REJOICE-Ovarian05),PHASE3,Phase 3,NOT_YET_RECRUITING,646,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,bevacizumab;carboplatin;gemcitabine;paclitaxel;pegylated liposomal doxorubicin (pld),bevacizumab;r-dxd,CDH6,ADC,,1,1,0,1,0,1,0,1,platinum-status,advanced · 1st-line
NCT07747506,Continued Access to Avutometinib in Combination With Defactinib in Patients With Recurrent Low-Grade Serous Ovarian Cancer (LGSOC),PHASE2,Phase 2,NOT_YET_RECRUITING,2,"Verastem, Inc.",Verastem,25,1,0,single_arm,1,avutometinib + defactininb combination,avutometinib + defactininb combination,,Small Molecule,,0,1,0,0,0,0,0,0,,
NCT07752875,A Study of LG00313112 in Participants With Advanced Solid Malignancies Harboring a TP53 Y220C Mutation,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,250,LG Chem,LG Chem,2,1,0,single_arm,1,lg00313112,lg00313112,,,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07755436,"Phase 1 Study to Assess Safety, Tolerability, Pharmacokinetics, Immunogenicity, and Antitumor Activity of ARR-002 in Advanced or Metastatic Ovarian or Endometrial Cancer.",PHASE1,Phase 1,RECRUITING,180,"ArriVent BioPharma, Inc.",ArriVent BioPharma,5,1,0,single_arm,1,arr-002,arr-002,,,,0,1,0,1,0,0,0,1,platinum-status,metastatic · measurable (RECIST)
NCT07776691,"A Study of Raludotatug Deruxtecan With or Without Bevacizumab as First-Line Maintenance Treatment in Non-HRD-Positive Advanced Ovarian Cancer (MK-5909-006, (ENGOT-ov102/GOG-3141/ REJOICE-Ovarian 04)",PHASE3,Phase 3,NOT_YET_RECRUITING,802,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,bevacizumab,bevacizumab;r-dxd,CDH6,ADC,PR,1,1,1,0,0,1,0,1,BRCA/HRD+,stage IV · 1st-line
NCT07778498,"A Phase I/II, First-in-Human Study to Evaluate TJ102 in Participants With Advanced or Metastatic Ovarian Cancer and Other Solid Tumors.",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,150,Phrontline Biopharma,Phrontline Biopharma,2,1,0,single_arm,1,tj102,tj102,,ADC,biomarker;biomarker analysis,1,1,0,1,0,0,0,1,platinum-status,metastatic · squamous · measurable (RECIST)
NCT07779538,Clinical Trials Comparing Trastuzumab Plus Bevacizumab With Bevacizumab as First-line Maintenance Therapy for Epithelial Ovarian Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,420,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,2,bevacizumab;trastuzumab,bevacizumab;trastuzumab,HER2,Monoclonal Antibody,HER2,1,1,1,0,0,1,0,1,BRCA/HRD+,metastatic · 1st-line · ductal · ECOG 0-1
NCT07781852,Evaluation of the Distribution of 64Cu/68Ga Labeled CM500 in Healthy Volunteers and Patients With Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,Lumina Pharmaceuticals Inc,Lumina Pharmaceuticals,1,1,0,active_comparator,4,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,,Peptide,,0,1,0,0,0,0,0,0,,metastatic
NCT07791732,A Study of Raludotatug Deruxtecan (R-DXd) With or Without Bevacizumab as Maintenance Therapy in Second-Line Platinum-Sensitive Recurrent Ovarian Cancer (REJOICE-Ovarian03),PHASE3,Phase 3,NOT_YET_RECRUITING,600,Daiichi Sankyo,Daiichi Sankyo,178,1,1,active_comparator,2,bevacizumab,bevacizumab;r-dxd,CDH6,ADC,MET;PR,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · ductal · measurable (RECIST)
NCT07793318,TR115 in ARID1A-Mutated Advanced Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,50,Tarapeutics Science Inc.,Tarapeutics Science,7,1,0,single_arm,1,tr115,tr115,,,biomarker;biomarker analysis,0,1,0,1,0,0,0,1,platinum-status,metastatic · measurable (RECIST)
NCT07797283,Phase 3 Study of INCB123667 Plus Bevacizumab Versus Bevacizumab Alone as First-Line Maintenance Therapy in Ovarian Cancer Overexpressing Cyclin E1,PHASE3,Phase 3,NOT_YET_RECRUITING,590,Incyte Corporation,Incyte,162,1,0,multi_experimental,2,bevacizumab,bevacizumab;incb123667,CCNE1,Small Molecule,Cyclin E1;PR,0,1,1,0,0,1,0,1,BRCA/HRD+,metastatic · 1st-line · measurable (RECIST)
NCT07807956,"A Study to Assess Adverse Events, Change in Disease Activity and How Intravenous ABBV-253 Moves Through the Body in Adult Participants With Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,130,AbbVie,AbbVie,274,1,1,multi_experimental,4,abbv-253,abbv-253,,,,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07811271,"Efficacy and Safety of BG-C9074 With Bevacizumab Compared With Bevacizumab in Adults With Ovarian, Fallopian Tube, or Primary Peritoneal Cancers",PHASE3,Phase 3,NOT_YET_RECRUITING,600,BeOne Medicines,BeiGene/BeOne,149,1,0,active_comparator,2,bevacizumab,bevacizumab;bg-c9074,B7H4,ADC,,1,1,1,0,0,0,0,1,BRCA/HRD+,
NCT07811297,"A Study of Catequentinib Hydrochloride (AL3818) in Endometrial, LGSOC, STS or GBM Cancers",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,138,"Advenchen Pharmaceuticals, LLC.",Advenchen Pharmaceuticals,3,1,0,multi_experimental,7,al3818,al3818;al58805;ccnu;temozolomide (tmz),,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07814248,"A Phase 1, First-in-Human (FIH), Open-Label, Dose-Escalation and Dose Expansion Study of the Peptide Drug Conjugate (PDC), TS-104, as a Monotherapy in Subjects With Select Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,74,"TwoStep Therapeutics, Inc.",TwoStep Therapeutics,1,1,0,multi_experimental,3,ts-104,ts-104,,ADC,MET,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
